Date,Open,High,Low,Close,Volume
2024-01-03 15:00:00,39934.89,39773.64,39692.04,39732.84,967.8
2024-01-03 16:00:00,39738.77,40007.07,39789.4,39898.23,4830.6
2024-01-03 17:00:00,39912.76,40421.3,39924.26,40172.78,4506.0
2024-01-03 18:00:00,40173.07,40291.41,40033.26,40162.33,1716.6
2024-01-03 19:00:00,40078.54,40437.03,40298.71,40367.87,4202.4
2024-01-03 20:00:00,40374.35,40587.33,40302.47,40444.9,2832.5
2024-01-03 21:00:00,40534.39,40435.12,40201.85,40318.49,2578.1
2024-01-03 22:00:00,40303.97,40674.06,40116.69,40395.37,1915.0
2024-01-03 23:00:00,40365.96,40840.06,40580.05,40710.06,3114.4
2024-01-04 00:00:00,40725.26,40972.35,40441.33,40706.84,3784.5
2024-01-04 01:00:00,40719.55,41326.55,40732.19,41029.37,2349.2
2024-01-04 02:00:00,41078.3,40659.51,40332.57,40496.04,3331.5
2024-01-04 03:00:00,40445.1,40966.2,40366.81,40666.51,3646.9
2024-01-04 04:00:00,40696.25,40836.43,40540.12,40688.27,3700.0
2024-01-04 05:00:00,40712.3,40946.35,40316.68,40631.51,733.8
2024-01-04 06:00:00,40625.74,40720.28,40588.15,40654.22,4368.9
2024-01-04 07:00:00,40667.98,40488.11,40020.42,40254.27,2562.1
2024-01-04 08:00:00,40295.71,40393.3,40034.86,40214.08,1680.9
2024-01-04 09:00:00,40249.16,40439.52,40140.29,40289.9,1587.9
2024-01-04 10:00:00,40243.85,40812.03,40371.28,40591.65,2673.6
2024-01-04 11:00:00,40624.95,40730.51,40250.54,40490.53,4490.7
2024-01-04 12:00:00,40487.91,40372.46,40289.33,40330.89,2202.6
2024-01-04 13:00:00,40333.83,40321.0,40146.49,40233.74,3873.8
2024-01-04 14:00:00,40236.69,40664.1,40179.74,40421.92,935.7
2024-01-04 15:00:00,40415.85,40721.78,40263.03,40492.4,2642.3
2024-01-04 16:00:00,40540.66,40702.71,40075.68,40389.2,4962.6
2024-01-04 17:00:00,40385.82,40753.12,40240.65,40496.89,3967.0
2024-01-04 18:00:00,40451.55,40830.8,40210.39,40520.59,1447.4
2024-01-04 19:00:00,40504.65,40961.87,40479.92,40720.9,2756.5
2024-01-04 20:00:00,40728.17,40707.28,40456.78,40582.03,1551.3
2024-01-04 21:00:00,40631.91,40590.01,40449.2,40519.6,2343.0
2024-01-04 22:00:00,40544.04,40706.0,40182.43,40444.21,4010.4
2024-01-04 23:00:00,40409.81,40373.5,39931.1,40152.3,3970.5
2024-01-05 00:00:00,40252.09,40269.55,40161.99,40215.77,1526.5
2024-01-05 01:00:00,40226.42,40414.05,40130.51,40272.28,4650.0
2024-01-05 02:00:00,40323.64,40587.38,39967.3,40277.34,3166.6
2024-01-05 03:00:00,40271.23,40415.29,40052.96,40234.12,2209.7
2024-01-05 04:00:00,40255.58,40114.39,39792.44,39953.42,2758.7
2024-01-05 05:00:00,39986.96,40041.0,39705.76,39873.38,3222.8
2024-01-05 06:00:00,39921.95,39907.06,39711.03,39809.04,3019.5
2024-01-05 07:00:00,39851.13,39795.33,39511.34,39653.33,2688.8
2024-01-05 08:00:00,39687.92,39767.52,39483.12,39625.32,2772.2
2024-01-05 09:00:00,39612.84,39763.6,39655.07,39709.34,1293.9
2024-01-05 10:00:00,39686.63,40343.28,39832.33,40087.8,4157.3
2024-01-05 11:00:00,40101.14,40283.92,39969.69,40126.8,2937.9
2024-01-05 12:00:00,40164.25,40453.93,39911.05,40182.49,1089.9
2024-01-05 13:00:00,40173.54,40450.84,39892.26,40171.55,3947.7
2024-01-05 14:00:00,40214.34,39889.01,39691.33,39790.17,4696.0
2024-01-05 15:00:00,39847.97,40011.75,39566.0,39788.87,4762.9
2024-01-05 16:00:00,39752.41,39976.23,39633.44,39804.83,2160.6
2024-01-05 17:00:00,39771.52,40587.65,40010.47,40299.06,1109.8
2024-01-05 18:00:00,40293.4,40365.4,40163.26,40264.33,2832.8
2024-01-05 19:00:00,40276.72,40560.74,40097.39,40329.06,1006.7
2024-01-05 20:00:00,40307.91,40537.98,40114.21,40326.1,4702.9
2024-01-05 21:00:00,40380.63,40217.46,39971.51,40094.49,1326.1
2024-01-05 22:00:00,40111.49,40406.49,40248.71,40327.6,1637.4
2024-01-05 23:00:00,40329.19,40708.4,40258.11,40483.25,2329.9
2024-01-06 00:00:00,40425.12,40898.22,40396.62,40647.42,2224.2
2024-01-06 01:00:00,40593.94,40596.54,40336.79,40466.66,4076.0
2024-01-06 02:00:00,40478.04,40979.26,40529.83,40754.54,2553.4
2024-01-06 03:00:00,40667.63,40625.38,40320.54,40472.96,1268.5
2024-01-06 04:00:00,40513.94,40839.03,40352.5,40595.77,1702.4
2024-01-06 05:00:00,40589.35,41142.72,40946.16,41044.44,2791.0
2024-01-06 06:00:00,41177.55,41140.64,40549.89,40845.27,1163.5
2024-01-06 07:00:00,40939.53,40856.38,40611.01,40733.7,3252.5
2024-01-06 08:00:00,40726.31,40903.76,40612.38,40758.07,3045.9
2024-01-06 09:00:00,40753.73,40716.73,40602.35,40659.54,3716.2
2024-01-06 10:00:00,40700.02,40420.2,40276.51,40348.36,4719.7
2024-01-06 11:00:00,40417.08,40552.36,40180.1,40366.23,4605.1
2024-01-06 12:00:00,40300.1,40271.23,40040.48,40155.86,4757.3
2024-01-06 13:00:00,40084.12,40530.64,39979.28,40254.96,1601.2
2024-01-06 14:00:00,40229.92,40118.12,40029.73,40073.93,1092.0
2024-01-06 15:00:00,40097.28,40536.06,40240.93,40388.49,1860.2
2024-01-06 16:00:00,40408.56,40369.61,40099.12,40234.36,4527.9
2024-01-06 17:00:00,40277.4,40219.2,40127.99,40173.6,4874.2
2024-01-06 18:00:00,40125.4,40416.48,40265.56,40341.02,4367.0
2024-01-06 19:00:00,40247.59,40252.98,39940.59,40096.78,995.1
2024-01-06 20:00:00,40131.19,40325.05,39967.74,40146.4,4763.4
2024-01-06 21:00:00,40113.15,40567.58,40258.01,40412.8,2405.1
2024-01-06 22:00:00,40331.22,40281.12,39902.93,40092.02,541.9
2024-01-06 23:00:00,40097.84,40340.37,39925.72,40133.04,2490.8
2024-01-07 00:00:00,40164.88,40232.19,40146.23,40189.21,707.3
2024-01-07 01:00:00,40184.3,40521.77,40178.89,40350.33,2947.5
2024-01-07 02:00:00,40331.86,40415.4,39794.22,40104.81,2023.5
2024-01-07 03:00:00,40098.42,40028.64,39659.43,39844.04,2630.5
2024-01-07 04:00:00,39829.27,40181.44,39722.56,39952.0,3259.3
2024-01-07 05:00:00,39898.14,40142.69,39887.95,40015.32,4409.6
2024-01-07 06:00:00,39986.72,40326.6,39812.28,40069.44,3478.6
2024-01-07 07:00:00,40090.33,40400.19,39885.52,40142.86,2453.2
2024-01-07 08:00:00,40155.77,40196.39,39824.37,40010.38,4187.4
2024-01-07 09:00:00,40017.11,40374.61,39747.09,40060.85,4575.1
2024-01-07 10:00:00,40020.98,40198.94,40048.17,40123.56,1038.9
2024-01-07 11:00:00,40116.27,40028.98,39939.53,39984.26,2893.7
2024-01-07 12:00:00,39897.21,40619.22,40103.31,40361.26,1780.3
2024-01-07 13:00:00,40368.47,40729.99,40191.85,40460.92,711.8
2024-01-07 14:00:00,40518.73,40298.03,40149.89,40223.96,3508.5
2024-01-07 15:00:00,40164.67,40475.42,40244.64,40360.03,4382.5
2024-01-07 16:00:00,40336.38,40212.48,40122.27,40167.37,1233.1
2024-01-07 17:00:00,40180.59,40452.6,40206.33,40329.47,4155.9
2024-01-07 18:00:00,40379.99,40827.24,40307.01,40567.13,4340.3
2024-01-07 19:00:00,40548.94,40591.62,40217.82,40404.72,4614.5
2024-01-07 20:00:00,40376.75,40742.93,40463.85,40603.39,1693.8
2024-01-07 21:00:00,40523.44,40837.82,40544.67,40691.25,4567.8
2024-01-07 22:00:00,40695.46,40903.82,40821.32,40862.57,1943.0
2024-01-07 23:00:00,40946.01,41382.03,41126.36,41254.2,2985.5
2024-01-08 00:00:00,41265.64,41435.39,40980.02,41207.7,727.3
2024-01-08 01:00:00,41206.79,41377.56,40735.49,41056.53,697.5
2024-01-08 02:00:00,41069.75,41161.29,40594.77,40878.03,3741.7
2024-01-08 03:00:00,40877.58,40762.81,40667.93,40715.37,2500.2
2024-01-08 04:00:00,40682.27,41000.48,40407.02,40703.75,1653.3
2024-01-08 05:00:00,40737.26,41041.59,40512.92,40777.25,1356.9
2024-01-08 06:00:00,40786.46,41101.66,40573.82,40837.74,3514.8
2024-01-08 07:00:00,40838.46,41183.22,40838.24,41010.73,501.8
2024-01-08 08:00:00,40970.73,41172.79,40862.2,41017.49,4126.5
2024-01-08 09:00:00,41070.96,41448.63,41190.76,41319.7,856.6
2024-01-08 10:00:00,41347.16,41329.4,41208.9,41269.15,1361.7
2024-01-08 11:00:00,41246.33,41943.25,41725.9,41834.57,2238.1
2024-01-08 12:00:00,41876.49,42084.05,41855.21,41969.63,2681.9
2024-01-08 13:00:00,41948.75,41977.37,41610.54,41793.95,2097.5
2024-01-08 14:00:00,41761.27,41833.45,41315.25,41574.35,1943.2
2024-01-08 15:00:00,41542.77,41858.71,41498.89,41678.8,4837.6
2024-01-08 16:00:00,41604.98,41694.89,41577.9,41636.4,3387.1
2024-01-08 17:00:00,41656.03,42111.17,41467.24,41789.2,605.4
2024-01-08 18:00:00,41712.68,42210.61,41573.92,41892.27,2435.8
2024-01-08 19:00:00,41840.8,42153.27,41609.13,41881.2,4437.5
2024-01-08 20:00:00,41794.27,42039.2,41376.93,41708.06,1856.6
2024-01-08 21:00:00,41704.47,41595.5,41197.15,41396.33,925.5
2024-01-08 22:00:00,41390.11,41627.75,40988.35,41308.05,3912.7
2024-01-08 23:00:00,41294.55,41552.51,41425.61,41489.06,3227.1
2024-01-09 00:00:00,41445.8,41685.48,41389.76,41537.62,3066.4
2024-01-09 01:00:00,41488.93,41389.46,41176.64,41283.05,741.1
2024-01-09 02:00:00,41302.22,41420.89,41224.95,41322.92,1132.2
2024-01-09 03:00:00,41300.17,41488.89,41324.45,41406.67,3301.5
2024-01-09 04:00:00,41419.77,41448.67,41006.97,41227.82,1435.2
2024-01-09 05:00:00,41191.32,41530.58,40996.69,41263.63,2768.3
2024-01-09 06:00:00,41271.1,41488.15,41071.39,41279.77,2952.0
2024-01-09 07:00:00,41333.57,41131.27,40964.71,41047.99,1775.8
2024-01-09 08:00:00,41072.05,41400.16,40850.9,41125.53,4767.9
2024-01-09 09:00:00,41108.57,41469.81,41020.1,41244.95,4291.1
2024-01-09 10:00:00,41255.56,41626.59,41318.27,41472.43,3750.7
2024-01-09 11:00:00,41462.45,41933.54,41456.64,41695.09,851.0
2024-01-09 12:00:00,41695.42,41528.81,41295.3,41412.05,977.6
2024-01-09 13:00:00,41398.57,41362.84,41081.18,41222.01,2717.5
2024-01-09 14:00:00,41215.23,41639.07,41025.5,41332.28,1223.2
2024-01-09 15:00:00,41341.05,41568.31,41316.88,41442.6,4902.2
2024-01-09 16:00:00,41401.43,41731.73,41375.21,41553.47,1213.3
2024-01-09 17:00:00,41511.25,42664.38,42051.8,42358.09,2693.6
2024-01-09 18:00:00,42299.28,42736.19,42230.29,42483.24,2138.5
2024-01-09 19:00:00,42415.25,42790.03,42667.37,42728.7,3377.2
2024-01-09 20:00:00,42676.69,43024.0,42849.58,42936.79,1080.7
2024-01-09 21:00:00,42943.64,43126.37,43035.48,43080.93,2436.4
2024-01-09 22:00:00,43042.46,43250.32,42784.32,43017.32,1736.2
2024-01-09 23:00:00,43039.42,43363.38,43006.35,43184.87,4494.9
2024-01-10 00:00:00,43186.37,43105.78,42938.86,43022.32,682.6
2024-01-10 01:00:00,42937.63,43306.83,42644.52,42975.68,4611.8
2024-01-10 02:00:00,43003.82,43077.52,42673.84,42875.68,4248.5
2024-01-10 03:00:00,42910.44,43013.05,42781.98,42897.52,1839.1
2024-01-10 04:00:00,42854.88,43593.75,43202.8,43398.27,4051.8
2024-01-10 05:00:00,43416.51,43244.98,42749.88,42997.43,640.5
2024-01-10 06:00:00,42960.61,43215.45,43083.09,43149.27,4850.9
2024-01-10 07:00:00,43153.48,42930.76,42680.53,42805.65,2869.7
2024-01-10 08:00:00,42751.52,42992.88,42424.96,42708.92,1864.8
2024-01-10 09:00:00,42632.34,43126.86,42764.6,42945.73,2131.6
2024-01-10 10:00:00,42929.29,43171.17,42756.48,42963.83,798.8
2024-01-10 11:00:00,42958.51,42908.82,42564.39,42736.6,4952.1
2024-01-10 12:00:00,42719.61,42643.71,42532.36,42588.03,676.8
2024-01-10 13:00:00,42537.6,42829.33,42644.68,42737.0,3447.1
2024-01-10 14:00:00,42719.91,42760.61,42409.81,42585.21,2492.3
2024-01-10 15:00:00,42596.68,42740.62,42530.49,42635.56,4770.1
2024-01-10 16:00:00,42633.64,42707.11,42591.96,42649.53,1607.0
2024-01-10 17:00:00,42657.32,42808.44,42221.26,42514.85,2894.4
2024-01-10 18:00:00,42486.36,43312.99,42636.71,42974.85,2670.6
2024-01-10 19:00:00,43025.2,43397.85,42832.86,43115.36,3662.9
2024-01-10 20:00:00,43064.65,42980.87,42385.32,42683.09,806.0
2024-01-10 21:00:00,42703.9,42842.26,42612.05,42727.15,1372.1
2024-01-10 22:00:00,42777.65,42919.03,42261.06,42590.05,1465.5
2024-01-10 23:00:00,42610.53,42877.57,42674.09,42775.83,3821.7
2024-01-11 00:00:00,42767.17,42937.0,42284.21,42610.61,1351.1
2024-01-11 01:00:00,42588.09,42929.6,42251.24,42590.42,3080.7
2024-01-11 02:00:00,42634.55,42957.67,42446.77,42702.22,1468.6
2024-01-11 03:00:00,42641.45,43228.81,42553.87,42891.34,4377.3
2024-01-11 04:00:00,42849.73,42850.84,42425.59,42638.21,4739.8
2024-01-11 05:00:00,42621.26,42691.08,42451.25,42571.17,2833.2
2024-01-11 06:00:00,42623.85,42646.73,42301.93,42474.33,2085.4
2024-01-11 07:00:00,42490.46,42558.09,42121.57,42339.83,1553.3
2024-01-11 08:00:00,42298.84,42782.38,42653.23,42717.81,724.0
2024-01-11 09:00:00,42704.55,43037.88,42579.28,42808.58,1708.3
2024-01-11 10:00:00,42782.28,42877.71,42208.24,42542.97,3444.1
2024-01-11 11:00:00,42512.78,42842.09,42642.85,42742.47,2901.3
2024-01-11 12:00:00,42784.31,43483.16,42917.39,43200.28,4748.2
2024-01-11 13:00:00,43141.02,43747.03,43108.19,43427.61,2283.2
2024-01-11 14:00:00,43497.48,43429.87,42774.21,43102.04,3622.4
2024-01-11 15:00:00,43137.74,43334.01,42669.98,43001.99,2702.0
2024-01-11 16:00:00,43048.9,43479.95,43077.44,43278.69,2806.6
2024-01-11 17:00:00,43258.66,43468.07,42791.7,43129.89,1705.0
2024-01-11 18:00:00,43123.42,43502.31,42957.51,43229.91,2547.3
2024-01-11 19:00:00,43167.95,43494.19,43309.15,43401.67,2618.5
2024-01-11 20:00:00,43378.9,43392.29,43017.42,43204.86,3679.9
2024-01-11 21:00:00,43226.18,43456.72,42935.92,43196.32,4732.9
2024-01-11 22:00:00,43252.3,42616.67,42384.5,42500.58,1981.9
2024-01-11 23:00:00,42453.53,42519.06,42055.23,42287.15,689.9
2024-01-12 00:00:00,42271.69,42477.3,41998.65,42237.97,2733.3
2024-01-12 01:00:00,42231.58,42068.47,41888.89,41978.68,2950.1
2024-01-12 02:00:00,41920.09,42535.26,42115.76,42325.51,1258.0
2024-01-12 03:00:00,42350.54,42296.12,41758.05,42027.08,3922.1
2024-01-12 04:00:00,41996.66,42127.22,41750.42,41938.82,4932.2
2024-01-12 05:00:00,41930.62,42015.95,41924.9,41970.43,4756.0
2024-01-12 06:00:00,41951.46,42322.03,42232.13,42277.08,1387.0
2024-01-12 07:00:00,42243.71,42124.68,41830.9,41977.79,4439.1
2024-01-12 08:00:00,41977.49,42542.11,41910.13,42226.12,3670.2
2024-01-12 09:00:00,42217.02,42342.34,42122.67,42232.5,2542.3
2024-01-12 10:00:00,42216.8,42258.13,41800.8,42029.47,2932.7
2024-01-12 11:00:00,41998.85,42238.41,42023.16,42130.78,4323.2
2024-01-12 12:00:00,42144.24,42314.07,42039.78,42176.93,2660.6
2024-01-12 13:00:00,42246.67,42346.27,41762.87,42054.57,2179.4
2024-01-12 14:00:00,42060.45,42330.18,41816.72,42073.45,2719.6
2024-01-12 15:00:00,42115.36,42066.64,41926.56,41996.6,3106.1
2024-01-12 16:00:00,41938.22,42192.77,41856.5,42024.64,1350.8
2024-01-12 17:00:00,42031.27,42218.75,42117.19,42167.97,4554.1
2024-01-12 18:00:00,42121.69,42692.17,42320.99,42506.58,3533.8
2024-01-12 19:00:00,42443.8,42485.91,42009.6,42247.76,3349.7
2024-01-12 20:00:00,42216.52,42780.68,42624.43,42702.56,947.7
2024-01-12 21:00:00,42753.46,42417.84,42162.23,42290.03,3218.8
2024-01-12 22:00:00,42330.21,42422.12,42102.21,42262.17,1044.3
2024-01-12 23:00:00,42272.44,42705.96,42075.46,42390.71,854.1
2024-01-13 00:00:00,42325.74,42792.14,42116.88,42454.51,2872.9
2024-01-13 01:00:00,42446.18,42382.2,42270.94,42326.57,2312.5
2024-01-13 02:00:00,42339.34,42554.31,42019.21,42286.76,3149.6
2024-01-13 03:00:00,42294.18,42338.71,42034.79,42186.75,901.5
2024-01-13 04:00:00,42108.97,42224.28,41909.02,42066.65,2439.4
2024-01-13 05:00:00,42029.2,42514.88,41984.24,42249.56,1286.5
2024-01-13 06:00:00,42246.85,42643.67,42014.74,42329.2,4942.0
2024-01-13 07:00:00,42351.9,42509.79,41863.78,42186.78,3025.2
2024-01-13 08:00:00,42094.14,42594.35,42167.17,42380.76,3593.5
2024-01-13 09:00:00,42373.89,42598.68,42301.55,42450.11,1964.4
2024-01-13 10:00:00,42456.19,42904.51,42349.27,42626.89,926.3
2024-01-13 11:00:00,42663.11,42883.25,42647.44,42765.35,4891.4
2024-01-13 12:00:00,42794.98,42803.13,42381.59,42592.36,1788.2
2024-01-13 13:00:00,42617.18,42626.42,42328.23,42477.33,2407.1
2024-01-13 14:00:00,42443.35,42878.92,42401.66,42640.29,3424.4
2024-01-13 15:00:00,42558.93,42889.44,42659.93,42774.68,611.1
2024-01-13 16:00:00,42757.87,42874.63,42674.35,42774.49,4146.2
2024-01-13 17:00:00,42817.34,43121.79,42485.93,42803.86,2914.6
2024-01-13 18:00:00,42863.51,43155.37,43007.8,43081.59,1752.0
2024-01-13 19:00:00,43112.2,43153.57,42763.36,42958.47,777.2
2024-01-13 20:00:00,42976.91,43189.96,42970.59,43080.27,1231.2
2024-01-13 21:00:00,43096.63,43095.8,42986.26,43041.03,4527.7
2024-01-13 22:00:00,43017.09,43052.33,42944.65,42998.49,3587.1
2024-01-13 23:00:00,42992.9,43335.29,43142.74,43239.02,1624.6
2024-01-14 00:00:00,43311.19,43728.67,43114.91,43421.79,795.2
2024-01-14 01:00:00,43380.86,43732.57,43472.93,43602.75,3607.8
2024-01-14 02:00:00,43673.16,44227.64,43555.81,43891.73,3075.8
2024-01-14 03:00:00,43877.59,44123.36,43678.09,43900.72,2320.3
2024-01-14 04:00:00,43958.91,44233.51,43876.11,44054.81,2136.3
2024-01-14 05:00:00,43992.83,44213.49,43768.25,43990.87,1475.7
2024-01-14 06:00:00,44016.64,44270.02,43863.12,44066.57,3513.3
2024-01-14 07:00:00,44034.1,44320.27,43764.33,44042.3,4868.0
2024-01-14 08:00:00,43979.97,44199.28,43936.85,44068.06,1290.7
2024-01-14 09:00:00,44077.69,44357.05,44050.16,44203.61,3187.0
2024-01-14 10:00:00,44248.23,44346.77,43707.61,44027.19,2408.8
2024-01-14 11:00:00,43989.99,44831.46,44152.94,44492.2,2510.1
2024-01-14 12:00:00,44425.5,44593.73,43951.96,44272.85,1643.7
2024-01-14 13:00:00,44268.78,44181.72,43835.28,44008.5,4213.1
2024-01-14 14:00:00,44004.65,44553.82,43981.65,44267.73,2683.7
2024-01-14 15:00:00,44292.01,44640.04,44254.73,44447.39,2945.3
2024-01-14 16:00:00,44489.59,44790.42,44390.64,44590.53,1871.4
2024-01-14 17:00:00,44587.88,44843.91,44626.25,44735.08,1318.1
2024-01-14 18:00:00,44818.09,44966.67,44506.96,44736.82,886.6
2024-01-14 19:00:00,44746.85,44643.16,44438.01,44540.59,3713.5
2024-01-14 20:00:00,44525.16,44709.91,44413.94,44561.93,1383.1
2024-01-14 21:00:00,44490.11,44725.75,44105.25,44415.5,3605.3
2024-01-14 22:00:00,44403.84,44745.84,44527.16,44636.5,2256.7
2024-01-14 23:00:00,44621.48,44674.97,44541.31,44608.14,2371.0
2024-01-15 00:00:00,44650.98,44494.37,44362.59,44428.48,2611.3
2024-01-15 01:00:00,44449.03,44698.03,44025.03,44361.53,2154.7
2024-01-15 02:00:00,44309.21,44659.77,44255.35,44457.56,952.8
2024-01-15 03:00:00,44465.22,44508.1,44165.29,44336.69,1893.3
2024-01-15 04:00:00,44366.47,44453.67,43864.04,44158.86,3486.8
2024-01-15 05:00:00,44226.33,44520.0,43914.15,44217.08,3496.0
2024-01-15 06:00:00,44256.32,44422.89,44128.43,44275.66,1788.0
2024-01-15 07:00:00,44309.34,44426.48,43909.24,44167.86,2570.5
2024-01-15 08:00:00,44170.51,44350.19,43786.31,44068.25,1370.5
2024-01-15 09:00:00,44085.36,44370.11,43877.46,44123.79,1446.7
2024-01-15 10:00:00,44178.92,43899.02,43718.43,43808.73,603.7
2024-01-15 11:00:00,43750.34,43815.05,43194.57,43504.81,4535.4
2024-01-15 12:00:00,43489.61,43559.83,43145.93,43352.88,1448.2
2024-01-15 13:00:00,43319.39,43439.9,43182.0,43310.95,1523.9
2024-01-15 14:00:00,43327.37,43555.12,43210.09,43382.61,1758.2
2024-01-15 15:00:00,43435.98,43762.17,43651.77,43706.97,1073.3
2024-01-15 16:00:00,43680.88,43981.96,43815.58,43898.77,3376.7
2024-01-15 17:00:00,43793.84,44147.0,43589.11,43868.06,838.1
2024-01-15 18:00:00,43849.97,43912.14,43824.4,43868.27,1103.9
2024-01-15 19:00:00,43908.34,43823.7,43481.82,43652.76,3401.4
2024-01-15 20:00:00,43676.23,43856.4,43449.77,43653.09,2028.5
2024-01-15 21:00:00,43671.78,43654.71,43534.18,43594.45,3685.8
2024-01-15 22:00:00,43582.24,44010.27,43328.03,43669.15,3008.4
2024-01-15 23:00:00,43613.3,43605.23,43380.56,43492.89,1652.1
2024-01-16 00:00:00,43515.31,43746.66,43473.71,43610.18,3428.7
2024-01-16 01:00:00,43573.8,44086.21,43811.31,43948.76,1023.2
2024-01-16 02:00:00,44044.75,44044.04,43814.47,43929.26,2913.8
2024-01-16 03:00:00,43954.32,44066.36,43977.41,44021.88,2467.2
2024-01-16 04:00:00,43996.32,44447.92,43908.47,44178.19,1705.4
2024-01-16 05:00:00,44151.18,44436.5,43751.47,44093.98,3218.0
2024-01-16 06:00:00,44089.89,44261.26,44034.34,44147.8,4421.0
2024-01-16 07:00:00,44137.23,44404.09,43905.9,44154.99,4995.1
